        (226, 3621, 8, 175),
        (227, 3845, 13, 82),
        (228, 4324, 3, 198),
        (229, 2135, 14, 111),
        (230, 3169, 14, 292),
        (231, 419, 19, 166),
        (232, 4337, 3, 102),
        (233, 1800, 11, 149),
        (234, 4058, 3, 155),
        (235, 1845, 13, 89),
        (236, 4839, 4, 120),
        (237, 513, 2, 114),
        (238, 744, 12, 124),
        (239, 4760, 3, 237),
        (240, 3801, 13, 199),
        (241, 2623, 1, 134),
        (242, 1861, 13, 275),
        (243, 2188, 3, 110),
        (244, 4687, 7, 261),
        (245, 4409, 7, 273),
        (246, 758, 13, 262),
        (247, 4679, 20, 82),
        (248, 744, 9, 298),
        (249, 3622, 15, 260),
        (250, 1174, 11, 199),
        (251, 2259, 5, 167),
        (252, 423, 5, 128),
        (253, 3117, 14, 198),
        (254, 165, 12, 74),
        (255, 770, 20, 285),
        (256, 1218, 3, 181),
        (257, 4463, 19, 107),
        (258, 1106, 20, 104),
        (259, 420, 14, 236),
        (260, 1367, 12, 246),
        (261, 2779, 4, 216),
        (262, 3823, 4, 267),
        (263, 2510, 8, 54),
        (264, 4913, 10, 98),
        (265, 3992, 1, 168),
        (266, 1520, 10, 94),
        (267, 3877, 19, 157),
        (268, 4183, 2, 99),
        (269, 3634, 9, 106),
        (270, 834, 12, 144),
        (271, 2028, 7, 240),
        (272, 4679, 11, 66),
        (273, 938, 10, 260),
        (274, 866, 18, 291),
        (275, 1822, 2, 118),
        (276, 2571, 19, 248),
        (277, 4652, 4, 126),
        (278, 4200, 9, 175),
        (279, 3060, 7, 224),
        (280, 4823, 14, 111),
        (281, 1663, 15, 112),
        (282, 2190, 13, 263),
        (283, 1695, 5, 250),
        (284, 1102, 19, 216),
        (285, 316, 11, 92),
        (286, 3911, 9, 123),
        (287, 3530, 3, 250),
        (288, 3920, 18, 198),
        (289, 537, 11, 67),
        (290, 2007, 7, 270),
        (291, 3669, 20, 207),
        (292, 3227, 15, 121),
        (293, 2001, 20, 166),
        (294, 4869, 13, 219),
        (295, 4190, 5, 201),
        (296, 4442, 13, 270),
        (297, 4032, 5, 200),
        (298, 580, 8, 101),
        (299, 4000, 7, 128),
        (300, 877, 6, 167),
        (301, 3030, 3, 270),
        (302, 4061, 13, 270),
        (303, 1750, 2, 107),
        (304, 932, 20, 181),
        (305, 3287, 2, 283),
        (306, 4623, 18, 182),
        (307, 4392, 13, 150),
        (308, 1106, 1, 186),
        (309, 3022, 6, 284),
        (310, 3473, 3, 205),
        (311, 1722, 5, 254),
        (312, 3323, 9, 101),
        (313, 4047, 14, 152),
        (314, 3485, 18, 86),
        (315, 2539, 17, 180),
        (316, 458, 2, 270),
        (317, 3228, 7, 269),
        (318, 2244, 16, 71),
        (319, 1540, 7, 81),
        (320, 2468, 8, 186),
        (321, 1645, 15, 73),
        (322, 4736, 1, 125),
        (323, 1166, 11, 206),
        (324, 4993, 13, 93),
        (325, 3170, 13, 177),
        (326, 4736, 1, 156),
        (327, 2900, 9, 200),
        (328, 452, 4, 243),
        (329, 3998, 7, 233),
        (330, 4592, 20, 246),
        (331, 1133, 9, 290),
        (332, 1407, 2, 122),
        (333, 4580, 8, 285),
        (334, 2404, 13, 91),
        (335, 4090, 2, 133),
        (336, 1608, 3, 256),
        (337, 440, 4, 113),
        (338, 3530, 12, 137),
        (339, 2802, 16, 280),
        (340, 494, 8, 289),
        (341, 2879, 10, 277),
        (342, 1794, 8, 227),
        (343, 1946, 20, 51),
        (344, 1741, 13, 227),
        (345, 746, 1, 83),
        (346, 3880, 6, 66),
        (347, 4974, 18, 208),
        (348, 3135, 19, 141),
        (349, 1556, 11, 238),
        (350, 1218, 6, 70),
        (351, 1389, 14, 82),
        (352, 1847, 11, 272),
        (353, 546, 20, 139),
        (354, 4647, 10, 212),
        (355, 3756, 3, 167),
        (356, 2199, 11, 192),
        (357, 3929, 8, 213),
        (358, 2092, 8, 107),
        (359, 2328, 8, 85),
        (360, 4834, 20, 74),
        (361, 2948, 4, 223),
        (362, 4410, 12, 210),
        (363, 1907, 16, 159),
        (364, 4398, 2, 285),
        (365, 2189, 4, 178),
        (366, 4840, 9, 78),
        (367, 722, 4, 140),
        (368, 1217, 14, 76),
        (369, 3399, 17, 56),
        (370, 3547, 1, 216),
        (371, 1181, 1, 276),
        (372, 4696, 3, 237),
        (373, 2674, 11, 212),
        (374, 3154, 9, 165),
        (375, 4350, 5, 129),
        (376, 1252, 1, 231),
        (377, 45, 9, 194),
        (378, 724, 3, 207),
        (379, 525, 12, 137),
        (380, 3674, 13, 206),
        (381, 2773, 13, 132),
        (382, 1102, 2, 97),
        (383, 2337, 4, 228),
        (384, 4153, 1, 205),
        (385, 535, 4, 266),
        (386, 2502, 13, 258),
        (387, 1373, 15, 118),
        (388, 3668, 10, 204),
        (389, 1547, 11, 108),
        (390, 2455, 12, 296),
        (391, 3015, 11, 53),
        (392, 4745, 9, 285),
        (393, 2499, 12, 265),
        (394, 3065, 15, 189),
        (395, 4756, 8, 113),
        (396, 977, 13, 295),
        (397, 2994, 10, 229),
        (398, 1014, 17, 300),
        (399, 2901, 9, 234),
        (400, 1770, 5, 65),
        (401, 3150, 10, 195),
        (402, 3154, 7, 88),
        (403, 1395, 4, 77),
        (404, 3092, 2, 159),
        (405, 907, 20, 150),
        (406, 3157, 8, 254),
        (407, 2102, 5, 143),
        (408, 4412, 3, 97),
        (409, 3718, 13, 146),
        (410, 4991, 2, 229),
        (411, 3567, 11, 212),
        (412, 1940, 20, 213),
        (413, 2953, 17, 223),
        (414, 4535, 14, 75),
        (415, 695, 8, 97),
        (416, 2409, 14, 191),
        (417, 3421, 15, 93),
        (418, 1754, 15, 162),
        (419, 100, 2, 153),
        (420, 3476, 8, 272),
        (421, 1868, 15, 188),
        (422, 389, 5, 162),
        (423, 2904, 1, 115),
        (424, 49, 20, 289),
        (425, 3337, 5, 120),
        (426, 4862, 16, 276),
        (427, 2000, 14, 76),
        (428, 2968, 19, 134),
        (429, 3632, 20, 132),
        (430, 2802, 19, 276),
        (431, 771, 5, 175),
        (432, 3420, 20, 245),
        (433, 4539, 5, 157),
        (434, 81, 9, 261),
        (435, 1330, 14, 76),
        (436, 1212, 9, 260),
        (437, 320, 20, 243),
        (438, 3993, 20, 298),
        (439, 101, 15, 256),
        (440, 1560, 11, 74),
        (441, 1048, 11, 284),
        (442, 3291, 5, 222),
        (443, 2637, 5, 121),
        (444, 3812, 7, 88),
        (445, 2, 20, 75),
        (446, 3297, 4, 187),
        (447, 2073, 5, 199),
        (448, 4020, 5, 300),
        (449, 2979, 18, 50),
        (450, 679, 15, 282),
        (451, 3126, 1, 252),
        (452, 3808, 5, 102),
        (453, 1582, 6, 119),
        (454, 2847, 17, 167),
        (455, 963, 11, 186),
        (456, 2320, 17, 157),
        (457, 3737, 3, 291),
        (458, 1414, 19, 161),
        (459, 4402, 9, 97),
        (460, 1624, 14, 252),
        (461, 3349, 14, 63),
        (462, 3037, 2, 71),
        (463, 3764, 8, 55),
        (464, 2376, 8, 115),
        (465, 2990, 16, 273),
        (466, 1021, 15, 255),
        (467, 753, 17, 96),
        (468, 4676, 16, 66),
        (469, 3138, 20, 297),
        (470, 803, 2, 295),
        (471, 136, 13, 281),
        (472, 520, 9, 73),
        (473, 603, 19, 173),
        (474, 3617, 11, 280),
        (475, 2151, 8, 118),
        (476, 2733, 10, 108),
        (477, 3174, 17, 91),
        (478, 837, 9, 239),
        (479, 4469, 3, 183),
        (480, 3145, 19, 156),
        (481, 2495, 6, 71),
        (482, 4193, 2, 86),
        (483, 4826, 11, 60),
        (484, 966, 11, 74),
        (485, 4046, 7, 71),
        (486, 542, 14, 168),
        (487, 2339, 11, 169),
        (488, 1140, 2, 204),
        (489, 4611, 19, 69),
        (490, 4883, 15, 122),
        (491, 4886, 15, 119),
        (492, 3079, 8, 88),
        (493, 688, 2, 187),
        (494, 986, 10, 83),
        (495, 1769, 5, 162),
        (496, 1894, 9, 121),
        (497, 4734, 10, 99),
        (498, 226, 11, 249),
        (499, 4118, 2, 273),
        (500, 3956, 12, 72),
        (501, 1489, 18, 276),
        (502, 3710, 17, 174),
        (503, 796, 20, 63),
        (504, 3392, 11, 115),
        (505, 4540, 16, 273),
        (506, 2765, 12, 78),
        (507, 3268, 14, 95),
        (508, 2914, 8, 139),
        (509, 673, 13, 73),
        (510, 1645, 13, 221),
        (511, 78, 10, 137),
        (512, 846, 3, 98),
        (513, 607, 15, 263),
        (514, 1982, 3, 290),
        (515, 3936, 19, 241),
        (516, 1704, 9, 121),
        (517, 270, 12, 251),
        (518, 3570, 14, 52),
        (519, 3929, 5, 210),
        (520, 117, 15, 70),
        (521, 4137, 12, 185),
        (522, 1909, 13, 144),
        (523, 3716, 6, 251),
        (524, 4565, 6, 72),
        (525, 4178, 4, 164),
        (526, 4519, 16, 143),
        (527, 4207, 14, 96),
        (528, 587, 16, 256),
        (529, 3700, 10, 198),
        (530, 3086, 7, 156),
        (531, 4254, 19, 204),
        (532, 2104, 5, 82),
        (533, 904, 2, 55),
        (534, 2714, 18, 133),
        (535, 4003, 19, 192),
        (536, 3653, 18, 69),
        (537, 4066, 11, 89),
        (538, 3230, 12, 141),
        (539, 2755, 15, 285),
        (540, 2660, 2, 171),
        (541, 3826, 1, 210),
        (542, 183, 18, 187),
        (543, 4077, 13, 239),
        (544, 1536, 10, 267),
        (545, 1735, 12, 216),
        (546, 653, 20, 89),
        (547, 1252, 9, 220),
        (548, 3122, 10, 214),
        (549, 1075, 4, 291),
        (550, 4534, 18, 118),
        (551, 946, 3, 268),
        (552, 412, 19, 59),
        (553, 1941, 16, 191),
        (554, 3162, 2, 236),
        (555, 2006, 5, 68),
        (556, 1819, 18, 55),
        (557, 220, 19, 113),
        (558, 2764, 18, 182),
        (559, 532, 15, 288),
        (560, 1920, 2, 200),
        (561, 2753, 3, 266),
        (562, 98, 5, 131),
        (563, 2188, 14, 90),
        (564, 2045, 18, 272),
        (565, 3788, 18, 152),
        (566, 4384, 19, 198),
        (567, 4320, 6, 219),
        (568, 4884, 17, 237),
        (569, 3431, 3, 194),
        (570, 989, 10, 240),
        (571, 887, 4, 60),
        (572, 1025, 17, 276),
        (573, 3150, 3, 266),
        (574, 2858, 7, 248),
        (575, 278, 13, 226),
        (576, 807, 1, 233),
        (577, 625, 17, 141),
        (578, 2229, 6, 203),
        (579, 1349, 18, 64),
        (580, 2907, 10, 222),
        (581, 3132, 13, 168),
        (582, 1189, 3, 138),
        (583, 2987, 1, 215),
        (584, 4711, 5, 116),
        (585, 3453, 13, 207),
        (586, 1959, 12, 75),
        (587, 270, 10, 157),
        (588, 3210, 9, 289),
        (589, 4097, 12, 100),
        (590, 231, 6, 74),
        (591, 3171, 14, 216),
        (592, 992, 10, 53),
        (593, 4004, 5, 155),
        (594, 4658, 8, 150),
        (595, 2806, 19, 179),
        (596, 60, 8, 208),
        (597, 4192, 16, 144),
        (598, 3399, 20, 226),
        (599, 3184, 4, 77),
        (600, 156, 6, 177),
        (601, 516, 7, 280),
        (602, 1139, 15, 298),
        (603, 1511, 5, 112),
        (604, 2845, 17, 149),
        (605, 1437, 4, 244),
        (606, 4392, 13, 206),
        (607, 2695, 16, 54),
        (608, 924, 11, 278),
        (609, 2925, 3, 125),
        (610, 4105, 11, 295),
        (611, 906, 18, 206),
        (612, 1224, 1, 217),
        (613, 4063, 4, 91),
        (614, 2527, 3, 172),
        (615, 3932, 18, 257),
        (616, 2379, 18, 178),
        (617, 3501, 14, 178),
        (618, 375, 3, 254),
        (619, 2810, 20, 165),
        (620, 3206, 17, 191),
        (621, 2564, 1, 126),
        (622, 422, 14, 198),
        (623, 3077, 8, 73),
        (624, 3857, 6, 181),
        (625, 1404, 4, 228),
        (626, 1822, 11, 296),
        (627, 3014, 16, 58),
        (628, 1175, 13, 268),
        (629, 4656, 8, 211),
        (630, 388, 14, 278),
        (631, 3889, 12, 130),
        (632, 4896, 13, 155),
        (633, 4977, 6, 284),
        (634, 3227, 12, 236),
        (635, 2977, 18, 190),
        (636, 1196, 7, 233),
        (637, 1050, 7, 159),
        (638, 3482, 10, 188),
        (639, 3503, 10, 154),
        (640, 131, 1, 114),
        (641, 2696, 17, 116),
        (642, 1764, 13, 201),
        (643, 474, 6, 294),
        (644, 2758, 17, 207),
        (645, 1634, 12, 283),
        (646, 2184, 11, 279),
        (647, 27, 10, 124),
        (648, 3838, 9, 202),
        (649, 4724, 16, 206),
        (650, 1798, 4, 176),
        (651, 3319, 13, 141),
        (652, 3407, 10, 173),
        (653, 2121, 4, 110),
        (654, 3335, 8, 207),
        (655, 4785, 20, 201),
        (656, 2347, 2, 54),
        (657, 3887, 1, 183),
        (658, 2466, 18, 86),
        (659, 617, 13, 178),
        (660, 187, 15, 186),
        (661, 425, 16, 248),
        (662, 1872, 19, 287),
        (663, 4843, 7, 144),
        (664, 3803, 20, 85),
        (665, 987, 17, 76),
        (666, 194, 10, 290),
        (667, 3794, 11, 96),
        (668, 4613, 13, 219),
        (669, 2372, 17, 51),
        (670, 1828, 2, 258),
        (671, 1688, 7, 148),
        (672, 2441, 18, 217),
        (673, 726, 19, 61),
        (674, 544, 13, 233),
        (675, 1347, 5, 210),
        (676, 2884, 11, 251),
        (677, 2881, 10, 278),
        (678, 4340, 19, 220),
        (679, 4892, 12, 286),
        (680, 3666, 2, 54),
        (681, 3148, 1, 137),
        (682, 1032, 6, 133),
        (683, 4746, 11, 252),
        (684, 4198, 16, 176),
        (685, 652, 16, 101),
        (686, 3966, 17, 299),
        (687, 749, 11, 296),
        (688, 3937, 14, 146),
        (689, 3014, 3, 265),
        (690, 3963, 5, 271),
        (691, 1475, 13, 231),
        (692, 2081, 18, 157),
        (693, 4807, 9, 248),
        (694, 3627, 20, 160),
        (695, 1481, 7, 74),
        (696, 3264, 5, 288),
        (697, 534, 13, 300),
        (698, 287, 6, 162),
        (699, 1378, 13, 106),
        (700, 805, 3, 163),
        (701, 978, 20, 120),
        (702, 407, 19, 118),
        (703, 2639, 18, 285),
        (704, 1518, 1, 80),
        (705, 3534, 7, 160),
        (706, 3680, 4, 129),
        (707, 2324, 13, 166),
        (708, 3182, 3, 116),
        (709, 3716, 14, 80),
        (710, 3227, 17, 170),
        (711, 1510, 20, 73),
        (712, 686, 11, 237),
        (713, 4714, 15, 192),
        (714, 2333, 9, 252),
        (715, 1288, 17, 182),
        (716, 1265, 7, 71),
        (717, 4073, 2, 136),
        (718, 3981, 19, 111),
        (719, 1337, 5, 111),
        (720, 4616, 20, 209),
        (721, 50, 5, 263),
        (722, 1301, 6, 255),
        (723, 3111, 11, 96),
        (724, 3569, 15, 54),
        (725, 2697, 1, 171),
        (726, 4690, 15, 163),
        (727, 4945, 5, 91),
        (728, 2970, 16, 242),
        (729, 1476, 11, 216),
        (730, 3333, 5, 92),
        (731, 1746, 6, 55),
        (732, 2362, 6, 164),
        (733, 985, 19, 236),
        (734, 2078, 10, 131),
        (735, 1299, 8, 216),
        (736, 1, 5, 270),
        (737, 4201, 16, 265),
        (738, 3716, 15, 144),
        (739, 4851, 19, 95),
        (740, 4179, 16, 166),
        (741, 2413, 14, 68),
        (742, 1284, 14, 190),
        (743, 549, 12, 81),
        (744, 111, 12, 148),
        (745, 1442, 7, 148),
        (746, 3816, 14, 138),
        (747, 3369, 3, 191),
        (748, 2404, 1, 161),
        (749, 4079, 16, 87),
        (750, 3448, 12, 108),
        (751, 2526, 10, 197),
        (752, 3533, 11, 134),
        (753, 3812, 6, 195),
        (754, 3182, 18, 196),
        (755, 3503, 17, 189),
        (756, 96, 14, 110),
        (757, 4833, 11, 266),
        (758, 7, 2, 191),
        (759, 3415, 8, 101),
        (760, 3462, 18, 203),
        (761, 3861, 15, 111),
        (762, 2671, 5, 171),
        (763, 4958, 13, 259),
        (764, 3940, 8, 209),
        (765, 2300, 5, 258),
        (766, 22, 15, 296),
        (767, 2933, 3, 229),
        (768, 3114, 16, 81),
        (769, 847, 1, 71),
        (770, 1793, 18, 267),
        (771, 3609, 4, 283),
        (772, 3165, 7, 165),
        (773, 1751, 20, 215),
        (774, 4386, 16, 275),
        (775, 257, 6, 123),
        (776, 494, 5, 122),
        (777, 602, 9, 130),
        (778, 3767, 14, 190),
        (779, 2578, 15, 64),
        (780, 4965, 3, 232),
        (781, 1433, 16, 220),
        (782, 1240, 13, 95),
        (783, 2918, 16, 158),
        (784, 3802, 12, 122),
        (785, 891, 8, 61),
        (786, 2366, 11, 104),
        (787, 3100, 19, 287),
        (788, 2463, 17, 264),
        (789, 4839, 14, 192),
        (790, 1287, 20, 288),
        (791, 3425, 13, 68),
        (792, 4827, 13, 71),
        (793, 2505, 12, 294),
        (794, 1207, 13, 232),
        (795, 1616, 7, 93),
        (796, 3730, 14, 176),
        (797, 2933, 18, 299),
        (798, 3203, 6, 198),
        (799, 2533, 5, 205),
        (800, 4449, 10, 167),
        (801, 561, 18, 204),
        (802, 899, 9, 225),
        (803, 4578, 12, 188),
        (804, 1215, 9, 178),
        (805, 2802, 13, 140),
        (806, 4339, 14, 287),
        (807, 1427, 17, 189),
        (808, 303, 20, 214),
        (809, 2793, 3, 252),
        (810, 2293, 11, 97),
        (811, 802, 11, 172),
        (812, 795, 11, 71),
        (813, 264, 8, 227),
        (814, 2084, 3, 205),
        (815, 2425, 19, 260),
        (816, 4314, 2, 141),
        (817, 1102, 10, 163),
        (818, 6, 5, 186),
        (819, 4816, 4, 232),
        (820, 4348, 1, 234),
        (821, 3648, 14, 264),
        (822, 4438, 16, 128),
        (823, 936, 7, 155),
        (824, 1772, 12, 287),
        (825, 4539, 6, 209),
        (826, 2148, 3, 244),
        (827, 1504, 18, 286),
        (828, 2855, 4, 64),
        (829, 1319, 18, 272),
        (830, 1123, 9, 281),
        (831, 541, 7, 94),
        (832, 4172, 20, 289),
        (833, 2607, 10, 216),
        (834, 2921, 17, 98),
        (835, 1808, 17, 61),
        (836, 2156, 11, 195),
        (837, 983, 17, 202),
        (838, 4849, 14, 198),
        (839, 144, 6, 242),
        (840, 3034, 13, 284),
        (841, 313, 15, 128),
        (842, 4041, 20, 248),
        (843, 231, 9, 264),
        (844, 3535, 11, 115),
        (845, 2850, 20, 57),
        (846, 70, 7, 257),
        (847, 662, 6, 103),
        (848, 3404, 2, 200),
        (849, 2829, 15, 254),
        (850, 4119, 5, 242),
        (851, 1300, 6, 246),
        (852, 825, 7, 90),
        (853, 810, 13, 223),
        (854, 2596, 3, 101),
        (855, 4056, 4, 136),
        (856, 2211, 20, 76),
        (857, 3211, 9, 78),
        (858, 1694, 14, 206),
        (859, 3563, 2, 55),
        (860, 2565, 20, 260),
        (861, 920, 20, 250),
        (862, 1139, 12, 270),
        (863, 2746, 19, 156),
        (864, 1858, 19, 139),
        (865, 3098, 10, 133),
        (866, 765, 16, 171),
        (867, 610, 13, 100),
        (868, 753, 12, 173),
        (869, 3923, 7, 204),
        (870, 2197, 20, 219),
        (871, 657, 16, 118),
        (872, 192, 9, 254),
        (873, 1282, 5, 85),
        (874, 2302, 13, 126),
        (875, 1030, 15, 153),
        (876, 3274, 16, 114),
        (877, 1337, 17, 159),
        (878, 456, 18, 119),
        (879, 3458, 6, 100),
        (880, 4533, 11, 237),
        (881, 67, 1, 278),
        (882, 3671, 20, 85),
        (883, 397, 2, 227),
        (884, 3760, 13, 159),
        (885, 550, 20, 51),
        (886, 4745, 18, 191),
        (887, 3554, 17, 252),
        (888, 4826, 8, 146),
        (889, 3687, 13, 127),
        (890, 2092, 12, 205),
        (891, 2260, 16, 224),
        (892, 2432, 16, 119),
        (893, 2797, 7, 231),
        (894, 2699, 1, 127),
        (895, 3677, 11, 210),
        (896, 264, 8, 281),
        (897, 3405, 13, 290),
        (898, 3065, 12, 209),
        (899, 2129, 18, 247),
        (900, 1517, 3, 158),
        (901, 3933, 13, 140),
        (902, 2317, 1, 229),
        (903, 2697, 11, 119),
        (904, 4074, 19, 100),
        (905, 4403, 4, 265),
        (906, 4461, 12, 155),
        (907, 670, 7, 271),
        (908, 515, 14, 79),
        (909, 2180, 15, 290),
        (910, 1266, 2, 162),
        (911, 3640, 8, 275),
        (912, 1893, 7, 270),
        (913, 868, 9, 206),
        (914, 1966, 15, 111),
        (915, 1148, 14, 54),
        (916, 3546, 15, 131),
        (917, 133, 19, 225),
        (918, 3465, 15, 52),
        (919, 3527, 6, 60),
        (920, 3952, 5, 229),
        (921, 3519, 8, 191),
        (922, 3532, 9, 144),
        (923, 1289, 15, 90),
        (924, 4984, 15, 139),
        (925, 4957, 9, 221),
        (926, 1500, 4, 186),
        (927, 3634, 17, 133),
        (928, 4416, 6, 134),
        (929, 3790, 20, 274),
        (930, 3125, 18, 166),
        (931, 69, 7, 201),
        (932, 2728, 20, 187),
        (933, 3914, 11, 276),
        (934, 3217, 2, 62),
        (935, 4883, 3, 191),
        (936, 151, 17, 56),
        (937, 4489, 5, 82),
        (938, 3349, 2, 100),
        (939, 4943, 4, 74),
        (940, 595, 19, 187),
        (941, 4771, 13, 94),
        (942, 1924, 14, 187),
        (943, 3065, 9, 268),
        (944, 1089, 19, 265),
        (945, 2211, 8, 240),
        (946, 827, 7, 294),
